Status,Type,Station name,Station address,LGA,Suburbs,Postcode,Latitude,Longitude,Opening hours,Operator,Number of station,Number of plugs,Charger_capacities,Tesla,Type 2,J-1772,Geopoint,ObjId,EV Station ID,Google maps drive to
Existing,Destination charger,NRMA Port Macquarie Breakwall Holiday Park (2) charger,1 Munster St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Powerhouse Hotel Tamworth by Rydges charger,248 Armidale Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Wellington Caves charger,Caves Road,,,,,,,,,,,,,,,,,
Existing,Destination charger,Bannisters charger,147 Soldiers Point Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Voco Kirkton Park Hunter Valley charger,336 Oakey Creek Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,John Hunter Hospital - Pathology Loading Bay charger,Lookout Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Mudgee Information Centre charger,84 Market St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Mingara Leisure Group Tumbi Umbi charger,Mingara Dr opp Hansens Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Hotel Nelson Tesla Wall Charger charger,3 Government Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Blacksmiths Beachside Holiday Park (Cabin 23 Booking Required) charger,30 Gommera St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Hideaway on Curran - BNB Made Easy charger,6 Curran St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Gosford Inn Motel charger,733 Pacific Hwy,,,,,,,,,,,,,,,,,
Existing,Destination charger,Spicers Sangoma Retreat charger,70 Grandview Ln,,,,,,,,,,,,,,,,,
Existing,Destination charger,McDonald's Dural charger,823 Old Northern Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,North Kellyville - Energy Trade charger,Unit 6/40 Applegum Cres,,,,,,,,,,,,,,,,,
Existing,Destination charger,Eden Gardens charger,307 Lane Cove Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,The Orchard Apartments charger,5 Citrus Ave,,,,,,,,,,,,,,,,,
Existing,Destination charger,EQ charger,23 Vore St,,,,,,,,,,,,,,,,,
"staff before using""",,2,2,kW,0,2,0,-33.8370396,,,,,,,,,,,,
Existing,Destination charger,86 Arncliffe St Parking charger,86 Arncliffe Street,,,,,,,,,,,,,,,,,
Existing,Destination charger,Cooper Park Community Hall charger,12 Cooper Park Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Beauty by Jackie charger,118 Mountview Ave,,,,,,,,,,,,,,,,,
Existing,Destination charger,Transport for NSW - Elsie Street,,,,,,,,,,,,,,,,,,
Existing,Destination charger,North Sydney Council charger,Kelrose Lane,,,,,,,,,,,,,,,,,
Existing,Destination charger,ZINC Apartments charger,30-44 Garden St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Westfield Bondi Junction - P3 Car Park charger,13 Waverley Street,,,,,,,,,,,,,,,,,
Existing,Destination charger,BATES SMART charger,12 Shoreline Dr,,,,,,,,,,,,,,,,,
Existing,Destination charger,UXbridge Consulting,,,,,,,,,,,,,,,,,,
Existing,Destination charger,Sarah Cottier Gallery charger,23 Roylston St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Cammeray Square (2) charger,450-476 Miller St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Innovation Campus - SBRC Building 237 charger,160 Innovation Way,,,,,,,,,,,,,,,,,
Existing,Destination charger,South Coast Retreat charger,121 Greenwell Point Road,,,,,,,,,,,,,,,,,
Existing,Destination charger,Hillview Farmstay charger,3241 Hume Hwy,,,,,,,,,,,,,,,,,
Existing,Destination charger,Lincoln Downs Resort charger,11683 Princes Hwy,,,,,,,,,,,,,,,,,
Existing,Destination charger,Captain’s Quarters Townhouses Bermagui charger,6 George St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Rydges Horizon Snowy Mountains charger,10 Kosciuszko Rd,,,,,,,,,,,,,,,,,
Existing,Fast charger,BP Marulan Northbound charger,8 George St,,,,,,,,,,,,,,,,,
Existing,Fast charger,BP Heatherbrae charger,269 Pacific Hwy,,,,,,,,,,,,,,,,,
Existing,Fast charger,Ampol Foodary Macksville charger,24 Cooper St,,,,,,,,,,,,,,,,,
Existing,Fast charger,Submarine Park charger,7 Prospect St,,,,,,,,,,,,,,,,,
Existing,Fast charger,Bathurst Visitor Information Centre charger,1 Kendall Ave,,,,,,,,,,,,,,,,,
Existing,Fast charger,Grafton Public Library charger,126-144 Pound St,,,,,,,,,,,,,,,,,
Existing,Fast charger,Campbelltown Catholic Club charger,22 Camden Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Byron Cove Beach House charger,10 Kendall St,,,,,,,,,,,,,,,,,
Existing,Destination charger,McGuigan BMW charger,140 Hastings River Dr,,,,,,,,,,,,,,,,,
Existing,Destination charger,Lismore Bounty Motel charger,241 Keen St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Ballina Travellers Lodge charger,36-38 Tamar St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Quality Hotel City Centre charger,22 Elizabeth St,,,,,,,,,,,,,,,,,
Existing,Destination charger,SI Clean Energy charger,15 Isles Dr,,,,,,,,,,,,,,,,,
Existing,Destination charger,Heifer Station Wines charger,1034 The Escort Way,,,,,,,,,,,,,,,,,
Existing,Destination charger,Ross Hill Wines charger,134 Wallace Ln,,,,,,,,,,,,,,,,,
Existing,Destination charger,Noonaweena Retreat Centre charger,1442 George Downes Dr,,,,,,,,,,,,,,,,,
Existing,Destination charger,Swansea Lakeside Holiday Park charger,1 Dobinson Dr,,,,,,,,,,,,,,,,,
Existing,Destination charger,Cardiff Executive Apartments charger,49 Macquarie Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,59 Bridge Street,,,,,,,,,,,,,,,,,,
Existing,Destination charger,Baulkham Hills Sports Club charger,11 Renown Road,,,,,,,,,,,,,,,,,
Existing,Destination charger,McDonald's Kellyville charger,133 Samantha Riley Dr,,,,,,,,,,,,,,,,,
Existing,Destination charger,Hyundai Brookvale Dealership charger,493 Pittwater Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Woolworths Head Office charger,1 Woolworths Way,,,,,,,,,,,,,,,,,
Existing,Destination charger,St Ives Shopping Village charger,Shop 135/166 Mona Vale Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Falls Mountain Retreat Blue Mountains charger,The Avenue,,,,,,,,,,,,,,,,,
Existing,Destination charger,Thornleigh Squash Centre charger,6 Duffy Ave,,,,,,,,,,,,,,,,,
Existing,Destination charger,NRMA Bathurst Panorama Holiday Park charger,250 Sydney Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Dutton Lane Car Park charger,36 Hughes St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Parramatta Rd Homebush charger,42-50 Parramatta Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Clocktower charger,5030 Argyle Street,,,,,,,,,,,,,,,,,
Existing,Destination charger,Kiaora Place Shopping Centre - Level 1 charger,1 Kiaora Road,,,,,,,,,,,,,,,,,
Existing,Destination charger,Darling Park - Wilson Parking charger,201 Sussex St,,,,,,,,,,,,,,,,,
Existing,Destination charger,BYD Experience Centre - Sydney charger,46G8+66 Darlinghurst,,,,,,,,,,,,,,,,,
Existing,Destination charger,Woolworths Kirrawee charger,28-34 Flora St,,,,,,,,,,,,,,,,,
Existing,Destination charger,TLE Electrical Artarmon charger,65 Reserve Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,The Landmark charger,500 Pacific Hwy,,,,,,,,,,,,,,,,,
Existing,Destination charger,Wilson Parking Novotel Sydney Central charger,179 Thomas St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Flick Yallah charger,20-24 Princes Hwy,,,,,,,,,,,,,,,,,
Existing,Destination charger,Seacliff Beach House Airbnb charger,155 Annetts Parade,,,,,,,,,,,,,,,,,
Existing,Destination charger,The Bower at Broulee charger,Kooringal,,,,,,,,,,,,,,,,,
Existing,Destination charger,The Crossing Motel charger,39 Seignior St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Hotel Atura Albury charger,648 Dean St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Sapphire Valley Caravan Park 2 charger,29 Sapphire Coast Drive,BEGA VALLEY,Merimbula,2548,-36.88414355,149.9032944,,EVUp,2,2,kW,0,2,0,-36.88414355,,,
Existing,Fast charger,Ampol Foodary Werrington charger,Cnr Dunheved Rd & Henry Lawson Dr,,,,,,,,,,,,,,,,,
Existing,Fast charger,Hungry Jack's Cabramatta charger,401 Cabramatta Rd W,,,,,,,,,,,,,,,,,
Existing,Fast charger,Hornsby Dural Street Council Carpark charger,1-3 Dural Street,,,,,,,,,,,,,,,,,
Existing,Fast charger,Moppett St Car Park charger,406 Moppett St,,,,,,,,,,,,,,,,,
Existing,Fast charger,Batemans Bay Beach Road charger,2A Beach Rd,,,,,,,,,,,,,,,,,
Existing,Fast charger,Cobar charger,3 Broomfield St,,,,,,,,,,,,,,,,,
Existing,Fast charger,Club Mudgee Car Park charger,99 Mortimer St,,,,,,,,,,,,,,,,,
Existing,Fast charger,Yass Banjo Paterson Park charger,81 Meehan St,,,,,,,,,,,,,,,,,
Existing,Fast charger,Cronulla Station Parking charger,2A Cronulla St,,,,,,,,,,,,,,,,,
Existing,Fast charger,Narooma Supercharger charger,185 Princes Highway,,,,,,,,,,,,,,,,,
Existing,Fast charger,Yass charger,68 Lead St,,,,,,,,,,,,,,,,,
Existing,Fast charger,Broadway Shopping Centre charger,1 Bay St,,,,,,,,,,,,,,,,,
Existing,Fast charger,The Big Banana Fun Park charger,26 Aspect Dr,,,,,,,,,,,,,,,,,
Existing,Destination charger,M-Arts Precinct Murwillumbah charger,105 Wollumbin Street,,,,,,,,,,,,,,,,,
Existing,Destination charger,Fossickers Tourist Park charger,103 Jenkins St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Ballina Homestead Motel charger,95 Cherry St,,,,,,,,,,,,,,,,,
Existing,Destination charger,The Observatory Holiday Apartments charger,30-36 Camperdown St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Coles Huntlee charger,22 Empire St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Spicer's Guesthouse charger,Ekerts Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Hanging Tree Wines charger,294 O'Connors Road,,,,,,,,,,,,,,,,,
Existing,Destination charger,University of Newcastle - P4 Carpark charger,The University of Newcastle,,,,,,,,,,,,,,,,,
Existing,Destination charger,Town Square Motel & Metropolitan Hotel charger,246 Anson St,,,,,,,,,,,,,,,,,
Existing,Destination charger,NRMA Myall Shores Holiday Park (2) charger,Myall Shores,,,,,,,,,,,,,,,,,
Existing,Destination charger,NRMA Myall Shores Holiday Park (1) charger,Myall Shores,,,,,,,,,,,,,,,,,
Existing,Destination charger,Hawks Nest charger,94 Booner St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Fenwick's Marina charger,31-33 Brooklyn Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Scenic World charger,Corner Violet Street & Cliff Drive Katoomba New South Wales 2780,,,,,,,,,,,,,,,,,
Existing,Destination charger,CSR House - Schofields charger,Schofields NSW 2762,,,,,,,,,,,,,,,,,
Existing,Destination charger,Alchemy Charge charger,230 Harbord Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Blacktown Workers Club car park charger,55 Campbell St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Schofields Gardens - Breynia charger,37 Manchester Dr,,,,,,,,,,,,,,,,,
Existing,Destination charger,Arc Renewable Group Maxwell Reissis charger,18 Waitara Ave,,,,,,,,,,,,,,,,,
Existing,Destination charger,Col Crawford BMW charger,485 Pittwater Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Stanhope Village Shopping Centre (1) charger,2 Sentry Dr,,,,,,,,,,,,,,,,,
Existing,Destination charger,Park&Ride - Leppington charger,187 Rickard Road,,,,,,,,,,,,,,,,,
Existing,Destination charger,Royal Motor Yacht Club Port Hacking charger,228-232 Woolooware Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Bexley North Hotel charger,187 Slade Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,66 Queens Park Road Parking charger,66 Queens Park Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,"514	Randwick Community Centre - Munda St charger",27 Munda Street,,,,,,,,,,,,,,,,,
Existing,Destination charger,NSW Nurses and Midwives' Association charger,50 O'Dea Ave,,,,,,,,,,,,,,,,,
Existing,Destination charger,Dalgety Square Apartments charger,99 Jones St,,,,,,,,,,,,,,,,,
Existing,Destination charger,177 Glenayr Ave Parking charger,177 Glenayr Ave,,,,,,,,,,,,,,,,,
Existing,Destination charger,150 - 152 Mount St Parking charger,150-152 Mount St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Marrickville Metro Shopping Centre (1) charger,45 Edinburgh Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,24 Nicholson St Parking charger,24 Nicholson St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Hume St Carpark charger,44 Hume St,,,,,,,,,,,,,,,,,
Existing,Destination charger,2 Kullah Parade Parking charger,2 Kullah Parade,,,,,,,,,,,,,,,,,
Existing,Destination charger,North Shore BMW charger,676 Pacific Hwy,,,,,,,,,,,,,,,,,
Existing,Destination charger,Little St Carpark (2) charger,2 Little St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Buckaroo Leatherworks charger,16 Bellambi Ln,,,,,,,,,,,,,,,,,
Existing,Destination charger,Novotel Wollongong Northbeach charger,2-14 Cliff Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Lyrebirds Nest Camping charger,91 Koolilabah Ln,,,,,,,,,,,,,,,,,
Existing,Destination charger,Goulburn Visitor Information Centre (2) charger,201 Sloane St,,,,,,,,,,,,,,,,,
"day).""",,1,1,7.6 kW,0,1,0,-34.756126,,,,,,,,,,,,
Existing,Destination charger,Woolworths Bomaderry charger,320 Princes Hwy,,,,,,,,,,,,,,,,,
Existing,Destination charger,Bannisters by the Sea charger,191 Mitchell Parade,,,,,,,,,,,,,,,,,
Existing,Destination charger,Howlong Golf Resort charger,186 Golf Club Dr,,,,,,,,,,,,,,,,,
Existing,Destination charger,Middy's Merimbula charger,202 Arthur Kaine Dr,,,,,,,,,,,,,,,,,
Existing,Destination charger,Tathra Beach House Apartments charger,17 John Taylor Cres,,,,,,,,,,,,,,,,,
Existing,Destination charger,Bermagui Fishermen's Wharf charger,Shop 10/73-79 Lamont St,,,,,,,,,,,,,,,,,
Existing,Destination charger,EV Up Charging Station charger,Sapphire Valley Cvan Park,,,,,,,,,,,,,,,,,
Existing,Fast charger,NRMA - Port Macquarie charger,1067 Oxley Highway,,,,,,,,,,,,,,,,,
Existing,Fast charger,The Heffron Centre charger,439 Bunnerong Road,,,,,,,,,,,,,,,,,
Existing,Fast charger,ENGIE - Roselands Shopping Centre charger,24 Roselands Drive,,,,,,,,,,,,,,,,,
Existing,Fast charger,Ampol Foodary Glenbrook charger,78 Great Western Hwy,,,,,,,,,,,,,,,,,
Existing,Fast charger,BP Fairy Meadow charger,Northgate Ctr,,,,,,,,,,,,,,,,,
Existing,Fast charger,Dandaloo St Parking Lot charger,18 Dandaloo St,,,,,,,,,,,,,,,,,
Existing,Fast charger,Western Plains Cultural Centre charger,76 Wingewarra St,,,,,,,,,,,,,,,,,
Existing,Fast charger,Berry Bowling Club charger,140 Queen St,,,,,,,,,,,,,,,,,
Existing,Fast charger,Mona Vale Library Car Park charger,1 Park St,,,,,,,,,,,,,,,,,
Existing,Fast charger,South Village charger,580 Princes Highway,,,,,,,,,,,,,,,,,
Existing,Fast charger,Tweed Mall Shopping Centre charger,1 Wharf Street,,,,,,,,,,,,,,,,,
Existing,Destination charger,Mackellar Motel charger,342 Conadilly St,,,,,,,,,,,,,,,,,
Existing,Destination charger,The Golden Dog Hotel charger,57-59 Coramba St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Bent St Parking charger,22 Bent St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Rydges Port Macquarie charger,1 Hay St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Port Central charger,40-42 Horton Street,,,,,,,,,,,,,,,,,
"Holidays""",Saascharge International GmbH,1,2,22 kW,0,2,0,-31.429863,,,,,,,,,,,,
Existing,Destination charger,Stockland Jesmond charger,28 Blue Gum Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Akuna Motor Inn & Apartments charger,109 Whylandra St,,,,,,,,,,,,,,,,,
Existing,Destination charger,MidCoast Council charger,2 Biripi Way Taree 2430,MID-COAST,Taree South,2430,-31.934134,152.464976,Open 24/7,,2,2,22 kW,0,2,0,-31.934134,,,
Existing,Destination charger,Crowne Plaza Hunter Valley charger,430 Wine Country Dr,,,,,,,,,,,,,,,,,
Existing,Destination charger,Stockland Greenhills (2) charger,1 Molly Morgan Dr,,,,,,,,,,,,,,,,,
Existing,Destination charger,Crowne Plaza Hawkesbury Valley charger,61 Hawkesbury Valley Way,,,,,,,,,,,,,,,,,
Existing,Destination charger,Littomore Kingswood Hotel charger,10 Hargrave St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Macquarie University (2) charger,Balaclava Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Energy Trade charger,9 Terry Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Manly Pacific Hotel - MGallery Collection charger,55 N Steyne,,,,,,,,,,,,,,,,,
Existing,Destination charger,Hornsby BMW charger,64 B83,,,,,,,,,,,,,,,,,
Existing,Destination charger,mycar Tyre & Auto Brookvale charger,Corner of Green Street & Cross Street,,,,,,,,,,,,,,,,,
Existing,Destination charger,Schofield Gardens - 125 Jerralong Dr charger,125 Jerralong Dr,,,,,,,,,,,,,,,,,
Existing,Destination charger,Bow Charging - Kings Park charger,4 Nicobar St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Oran Park Podium charger,351 Oran Park Dr,,,,,,,,,,,,,,,,,
Existing,Destination charger,Parramatta Station Car Park charger,17 Wentworth St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Oberon RSL charger,Cnr Dudley &,,,,,,,,,,,,,,,,,
Existing,Destination charger,Australia Wide Solar charger,17 Lorraine Street,,,,,,,,,,,,,,,,,
Existing,Destination charger,46 Dutruc St Parking charger,46 Dutruc St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Regatta Wharf charger,239 Vardys Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Crowne Plaza Coogee charger,242 Arden St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Club Central Hurstville & Travelodge Hotel charger,2 Crofts Ave,,,,,,,,,,,,,,,,,
Existing,Destination charger,Randwick Junction - Silver St Carpark charger,18 Silver St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Secure Parking No 1 Martin Place Carpark charger,165 Pitt St,,,,,,,,,,,,,,,,,
Existing,Destination charger,World Square - Rydges charger,389 Pitt St Sydney NSW 2000,,,,,,,,,,,,,,,,,
Existing,Destination charger,Grosvenor Place (2) charger,225 George St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Joadja Distillery charger,1714–1720 Joadja Road,,,,,,,,,,,,,,,,,
Existing,Destination charger,Stockland Shellharbour (2) charger,211 Lake Entrance Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Bannisters Pavilion charger,87 Tallwood Avenue,,,,,,,,,,,,,,,,,
Existing,Destination charger,Sea Dragon Accomodation Mollymook Airbnb charger,32 Ilett St,,,,,,,,,,,,,,,,,
Existing,Destination charger,The Lodge Broulee Motel charger,18 Imlay St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Thredbo Alpine Hotel charger,89 Mowamba Pl,,,,,,,,,,,,,,,,,
Existing,Destination charger,Grenfell Aquatic Centre charger,Forbes St & Melyra Street,,,,,,,,,,,,,,,,,
Existing,Destination charger,Tathra Beach Eco Camp charger,Tathra Beach Eco Camp,,,,,,,,,,,,,,,,,
Existing,Destination charger,Seaton Arms Motor Inn charger,600 Olive St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Lieschke Motors Walla Walla charger,63 Commercial St,,,,,,,,,,,,,,,,,
Existing,Destination charger,NRMA Jindabyne Holiday Park (1) charger,6 Kosciuszko Rd,,,,,,,,,,,,,,,,,
Existing,Fast charger,Byron Bay Library charger,Lawson Street,,,,,,,,,,,,,,,,,
Existing,Fast charger,BP Sydenham charger,339 Princes Hwy,,,,,,,,,,,,,,,,,
Existing,Fast charger,Ampol Tarcutta charger,32 Sydney St,,,,,,,,,,,,,,,,,
Existing,Fast charger,HomeCo. Warners Bay charger,240 Hillsborough Rd,,,,,,,,,,,,,,,,,
Existing,Fast charger,Batemans Bay Regional Arts Aquatic & Leisure Centre charger,12 Vesper St,,,,,,,,,,,,,,,,,
Existing,Fast charger,Treacy St Parking charger,Treacy St,,,,,,,,,,,,,,,,,
Existing,Fast charger,Sydney Olympic Park charger,9 Murray Rose Ave,,,,,,,,,,,,,,,,,
Existing,Fast charger,Beecroft Village Plaza charger,107 Beecroft Rd,,,,,,,,,,,,,,,,,
Existing,Fast charger,Lancaster Motor Group- open now (station #1283) charger,1 Waddell's Lane Singleton NSW 2330,SINGLETON,Singleton,2330,-32.57696806,151.1841952,Monday - Friday 7:30am - 5:30pm Saturday- 9am - 4pm Sunday - Closed,Everty,1,2,100 kW,0,2,0,-32.57696806,,,
Existing,Destination charger,Tweed Heads Vegas Motel (1) charger,123 Wharf St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Jonson St charger,139 Jonson St Byron Bay,BYRON,Byron Bay,2481,-28.65013445,153.6136172,Open 24/7,,2,2,kW,0,2,0,-28.65013445,,,
Existing,Destination charger,RSM Club Casino charger,162 Canterbury St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Glen Innes Motel charger,12-18 Church Street,,,,,,,,,,,,,,,,,
Existing,Destination charger,Club Maclean Motel charger,1a McLachlan St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Pullman Magenta Shores Resort charger,1 1 Magenta Drive Magenta New South Wales NSW 2261,CENTRAL COAST,Magenta,2261,-33.310777,151.523212,,Tesla Destination,1,1,11 kW,1,0,0,-33.310777,,,
Existing,Destination charger,Petersons Wines charger,6 Blacksprings Road,,,,,,,,,,,,,,,,,
Existing,Destination charger,Ibis Styles Hotel charger,315 Central Coast Hwy,,,,,,,,,,,,,,,,,
Existing,Destination charger,Genesis Health and Fitness Thornton charger,7 Poynton Pl,,,,,,,,,,,,,,,,,
Existing,Destination charger,Ingenia Middle Rock charger,554 Gan Gan Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Tyrrell's Wines charger,1838 Broke Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Sapphire Palms Motel charger,180 the entrance road the entrance NSW 2261,CENTRAL COAST,The Entrance,2261,-33.3502847,151.4927751,,,1,2,kW,0,2,0,-33.3502847,,,
Existing,Destination charger,Waratah Sports Club charger,34 Telopea Way,,,,,,,,,,,,,,,,,
Existing,Destination charger,Newcastle Airport - Premium Covered Carpark charger,Newcastle Airport,,,,,,,,,,,,,,,,,
Existing,Destination charger,Mudgee Art Precinct Cultural Workshop charger,2-6 Douro St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Thrive Medical charger,170 Crystal St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Western Sydney Conference Centre charger,83 Mulgoa Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Penrith Solar Centre charger,130a Batt Street,,,,,,,,,,,,,,,,,
Existing,Destination charger,4 West Promenade Parking charger,4 West Promenade,,,,,,,,,,,,,,,,,
Existing,Destination charger,Subaru Penrith (Service) charger,2 Cassola Pl,,,,,,,,,,,,,,,,,
Existing,Destination charger,2 Sentry Drive Parking charger,2 Sentry Drive,,,,,,,,,,,,,,,,,
Existing,Destination charger,Abercrombie House charger,311 Ophir Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,176 Sutherland St Parking charger,176 Sutherland St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Origin Energy Barangaroo Office charger,100 Barangaroo Ave,,,,,,,,,,,,,,,,,
Existing,Destination charger,UKO Alexandria charger,5 Ralph St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Pier One Sydney Harbour charger,11 Hickson Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,UTS Building 10 - InterPark Thomas Street charger,25 Thomas St,,,,,,,,,,,,,,,,,
Existing,Destination charger,ICC Sydney Exhibition Centre Car Park (Car Park 1) charger,14 Darling Dr,,,,,,,,,,,,,,,,,
Existing,Destination charger,Westfield Bondi Junction - Car Park P4 (Valet) charger,500 Oxford St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Sheraton Grand Sydney Hyde Park (1) charger,161 Elizabeth St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Grosvenor Place - Wilson Parking (7 Essex St) charger,225 George Street,,,,,,,,,,,,,,,,,
Existing,Destination charger,Melrose Park - Wharf charger,2B Wharf Road,,,,,,,,,,,,,,,,,
Existing,Destination charger,Mitsubishi Motors Training Facilities,,,,,,,,,,,,,,,,,,
Existing,Destination charger,Collins Aerospace charger,Unit 14/12 Mars Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Beachside Husky Waterfront Cabin charger,9 Beach St,,,,,,,,,,,,,,,,,
Existing,Destination charger,The Silos Estate (2) charger,640 Princes Hwy,,,,,,,,,,,,,,,,,
Existing,Destination charger,home charger charger,12 wells street gerringong,KIAMA,Gerringong,2534,-34.7484615,150.8179868,7am to 9pm,,1,1,kW,0,1,0,-34.7484615,,,
Existing,Destination charger,Lake George Winery charger,Lake George Winery,,,,,,,,,,,,,,,,,
Existing,Destination charger,Bailey's Garage charger,86-88 Yass St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Deniliquin RSL Club charger,72 End St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Ganmain Craft Cottage charger,76 Ford St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Sapphire Valley Caravan Park charger,29 Sapphire Coast Dr,,,,,,,,,,,,,,,,,
Existing,Fast charger,Lismore City Council charger,44 Molesworth Street,,,,,,,,,,,,,,,,,
Existing,Fast charger,BP Ingleburn charger,89 Williamson Road,,,,,,,,,,,,,,,,,
Existing,Fast charger,BP Rosehill charger,113 Hassall St,,,,,,,,,,,,,,,,,
Existing,Fast charger,Casula Mall charger,1 Ingham Dr,,,,,,,,,,,,,,,,,
Existing,Fast charger,The Canopy Lane Cove charger,2 Rosenthal Ave,,,,,,,,,,,,,,,,,
Existing,Fast charger,10 Elizabeth St Carpark charger,10 Elizabeth St,,,,,,,,,,,,,,,,,
Existing,Fast charger,Winbourne Rd Parking charger,87 Winbourne Rd,,,,,,,,,,,,,,,,,
Existing,Fast charger,Cook St Parking charger,22 Cook st,,,,,,,,,,,,,,,,,
Existing,Fast charger,Ocean St,,,,,,,,,,,,,,,,,,
Existing,Fast charger,JOLT Gardeners Road charger,904 Gardeners Rd,,,,,,,,,,,,,,,,,
Existing,Fast charger,NRMA - Gilgandra (Museum and Historical Society) charger,6 Castlereagh St Gilgandra NSW 2827,GILGANDRA,Gilgandra,2827,-31.7223908,148.6571378,,NRMA,2,4,75 kW,2,2,0,-31.7223908,,,
Existing,Fast charger,7 Irvine Place Building charger,7 Irvine Place,,,,,,,,,,,,,,,,,
Existing,Fast charger,Oliver's Gundagai (2) charger,31 Annie Pyers Dr,,,,,,,,,,,,,,,,,
Existing,Destination charger,Hotel Marvell charger,4 Marvell St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Byron Bay Wildlife Sanctuary (2) charger,1699 Pacific Highway Knockrow New South Wales 2479,,,,,,,,,,,,,,,,,
